Job Title,Company,Skills,Location,Salary,Experience,Posted,Link
Digital Marketing Executive,Technogeeks,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",Pune,"₹ 2,00,000 - 3,60,000",0 year(s),Today,https://internshala.com/job/detail/fresher-digital-marketing-executive-job-in-pune-at-technogeeks1766380094
Visual Communications Designer,Capes India,"Adobe Illustrator, Adobe Photoshop, Canva, Figma",Mumbai,"₹ 2,00,000 - 3,60,000",1 year(s),6 days ago,https://internshala.com/job/detail/visual-communications-designer-job-in-mumbai-at-capes-india1765887296
Digital Marketing Associate,Ultimez Technology,Search Engine Optimization (SEO),Hubli,"₹ 2,00,000 - 3,60,000",1 year(s),N/A,https://internshala.com/job/detail/digital-marketing-associate-job-in-hubli-at-ultimez-technology1765454374
Legal Researcher,BIGO ELECTRIC PRIVATE LIMITED,"Maintenance, Management, MS-Excel, MS-Office",Kolkata,"₹ 2,00,000 - 3,60,000",1 year(s),N/A,https://internshala.com/job/detail/legal-researcher-job-in-kolkata-at-prerna-daga1765280612
Telecaller,Shape U Health & Wellness Clinic,"Effective Communication, English Proficiency (Spoken), Sales Management","Thane,Mumbai","₹ 2,00,000 - 3,60,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-telecaller-job-in-multiple-locations-at-shape-u-health-wellness-clinic1764910128
Business Development Executive,HELIUM RENEWABLES ENERGY PVT LTD,"Business Development. Cold Calling, Communication Skills, MS-Excel, Sales Strategy",Kanpur Dehat,"₹ 2,00,000 - 3,60,000",1 year(s),N/A,https://internshala.com/job/detail/business-development-executive-job-in-kanpur-dehat-at-helium-renewables-energy-pvt-ltd1764755912
Interior Designer,Astha Interiors & Infrastructure,"AutoCAD, Canva, Planning, Sketching",Delhi,"₹ 2,00,000 - 3,60,000",1 year(s),N/A,https://internshala.com/job/detail/interior-designer-job-in-delhi-at-astha-interiors-infrastructure1764298040
US Accountant,Xynnlit,"Accounting, QuickBooks",Ahmedabad,"₹ 2,00,000 - 3,60,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-us-accountant-job-in-ahmedabad-at-vasu-jain1764127049
Graphic Design And Marketing Specialist,"Ashish Singla (Sydney, Australia)","Facebook Ads, Google AdWords, Google Analytics, Google Forms, Google Keyword Planner, Graphic Design, Shopify, WordPress",Work from home,"₹ 2,00,000 - 3,60,000",1 year(s),5 days ago,https://internshala.com/job/detail/remote-graphic-design-and-marketing-specialist-job-at-ashish-singla1765957940
Inside Sales Representative,EDU SHIKSHAVERTEX PRIVATE LIMITED,"Effective Communication, Interpersonal skills, Negotiation",Bangalore,"₹ 2,00,000 - 3,60,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-inside-sales-representative-job-in-bangalore-at-edu-shikshavertex-private-limited1765539163
Corporate Sales Associate,Spotlight Design House,"Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Office, Sales",Work from home,"₹ 2,00,000 - 3,60,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-part-time-corporate-sales-associate-job-at-spotlight-design-house1765010926
Junior Social Media Marketing Manager,Brandhigh.co,"English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing",Indore,"₹ 2,00,000 - 3,60,000",1 year(s),N/A,https://internshala.com/job/detail/junior-social-media-marketing-manager-job-in-indore-at-brandhighco1764997834
Associate Web Developer,Vikas Chauhan,"CSS, HTML, JavaScript, Vue.js",Work from home,"₹ 2,00,000 - 3,60,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-associate-web-developer-job-at-vikas-chauhan1764918835
Software Developer,Mai Health,"Django, Django Rest Framework, FastAPI, Flask, Hugging Face, LLMOps, Model fine-tuning, NumPy, OpenAI API, Pandas, Prompt Engineering, Python, PyTorch",Noida,"₹ 2,00,000 - 3,60,000",1 year(s),N/A,https://internshala.com/job/detail/software-developer-job-in-noida-at-mai-health1764765550
Construction Site Supervisor,Creative Builders,Effective Communication,Work from home,"₹ 2,00,000 - 3,60,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-construction-site-supervisor-job-at-creative-builders1764761236
Accountant,Inquest Fintech Private Limited,"English Proficiency (Spoken), English Proficiency (Written), MS-Office",Noida,"₹ 2,00,000 - 3,60,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-accountant-job-in-noida-at-inquest-fintech-private-limited1764142353
Civil Engineer,Movi Ecoserve Private Limited,"AutoCAD, Physics",Mumbai,"₹ 2,00,000 - 3,60,000",1 year(s),N/A,https://internshala.com/job/detail/civil-engineer-job-in-mumbai-at-movi-ecoserve-private-limited1762317376
Client Service Associate,Growify Digital,"Client Interaction, Client Relationship, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint",Delhi,"₹ 2,00,000 - 3,50,000",1 year(s),Today,https://internshala.com/job/detail/client-service-associate-job-in-delhi-at-growify-digital1766406498
Corporate Sales Executive,Ambrosia Botanical,"Budget Management, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Leadership, MS-Excel, MS-Office, Performance Management, Planning, Presentation skills, Problem Solving, Sales Strategy, Strategy, Teamwork",Dehradun(Hybrid),"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/corporate-sales-executive-job-in-dehradun-at-ambrosia-botanical1764742624
Business Development Specialist,Munshi (Learn & Serve Private Limited),"Effective Communication, English Proficiency (Spoken), English Proficiency (Written)","Faridabad,Delhi,Ghaziabad,Gurgaon,Noida(Hybrid)","₹ 2,00,000 - 3,50,000",1 year(s),Today,https://internshala.com/job/detail/remote-business-development-specialist-job-at-munshi-learn-serve-private-limited1766388834
Photographer,Stareye Media & Entertainment Private Limited,"Adobe Photoshop, Adobe Photoshop Lightroom CC, Photography, Video Editing",Mumbai,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-photographer-job-in-mumbai-at-stareye-media-entertainment-private-limited1764567048
Junior Video Editor,Webibm,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making",Delhi,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/junior-video-editor-job-in-delhi-at-webibm1764160746
Customer Service Executive,The Growth Hive,"Effective Communication, English Proficiency (Spoken)",Mumbai,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-customer-service-executive-job-in-mumbai-at-the-growth-hive1765517363
SEO Expert,Vaidik EduServices Private Limited,Search Engine Optimization (SEO),Noida,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/seo-expert-job-in-noida-at-vaidik-eduservices-private-limited1765442418
Digital Content Writer & Copywriter,Pereyan LLP,"Blogging, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing",Anekal,"₹ 2,00,000 - 3,50,000",0 year(s),5 days ago,https://internshala.com/job/detail/fresher-digital-content-writer-copywriter-job-in-anekal-at-pereyan-llp1765957980
Social Media Marketing Executive,Mr n Mrs Pet,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",Jaipur,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/social-media-marketing-executive-job-in-jaipur-at-mr-n-mrs-pet1765606994
Telecaller,Rarity Marble Private Limited,"Client Relationship Management (CRM), Communication Skills, English Proficiency (Spoken)",Ranchi,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/telecaller-job-in-ranchi-at-rarity-marble-private-limited1764425773
Human Resources (HR) Executive,N D Savla & Associates,"English Proficiency (Spoken), Interviewing, MS-Excel, Negotiation, Onboarding, Recruitment",Mumbai,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/human-resources-hr-executive-job-in-mumbai-at-n-d-savla-associates1765171181
Graphic Designer,Awaiting Adventures Tours And Travels,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, Video Editing",Mumbai,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-graphic-designer-job-in-mumbai-at-awaiting-adventures-tours-and-travels1764139269
Junior Social Media Marketing Executive,Design And Built,"Content Editing, Email Marketing, Social Media Marketing, Video Editing, Video Making",Mumbai,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-junior-social-media-marketing-executive-job-in-mumbai-at-design-and-built1764154874
Content Writer,Pereyan LLP,"Blogging, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing",Anekal,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-content-writer-job-in-anekal-at-pereyan-llp1764303515
Digital Marketing Associate,Samarik Digital (Samarik Tech India Private Limited),"Facebook Ads, Facebook Marketing, Google AdWords, Google Analytics",Mumbai(Hybrid),"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/digital-marketing-associate-job-in-mumbai-at-samarik-digital-samarik-tech-india-private-limited1762775896
Human Resources (HR) Executive,Relai.world,"Employee Relations, Interpersonal skills, Payroll, Performance Appraisal, Recruitment, Team Management",Hyderabad,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/human-resources-hr-executive-job-in-hyderabad-at-relaiworld1764934751
Tax Compliance,G.P. Kapadia & Co.,"Accounting, Effective Communication, GST",Mumbai,"₹ 2,00,000 - 3,50,000",0 year(s),1 day ago,https://internshala.com/job/detail/fresher-tax-compliance-job-in-mumbai-at-gp-kapadia-co1766355542
Field Sales Executive,Elvenwood Interiors,"Effective Communication, English Proficiency (Spoken), Hindi Proficiency (Spoken), Kannada Proficiency (Spoken), Negotiation, Problem Solving, Sales, Sales Strategy",Bangalore,"₹ 2,00,000 - 3,50,000",1 year(s),5 days ago,https://internshala.com/job/detail/field-sales-executive-job-in-bangalore-at-elvenwood-interiors1765962140
Field Sales Executive,CA ON WEB,Sales,"Ahmedabad,Faridabad,Chennai,Jalandhar,Kolkata,Lucknow,Rajkot,Surat,Vadodara,Mumbai,Morbi,Jaipur,Noida,Kanpur Dehat,Manesar","₹ 2,00,000 - 3,50,000",0 year(s),6 days ago,https://internshala.com/job/detail/fresher-field-sales-executive-job-in-multiple-locations-at-ca-on-web1765888590
Telecaller,Santa Eventz And Exhibitions Private Limited,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel",Delhi,"₹ 2,00,000 - 3,50,000",0 year(s),6 days ago,https://internshala.com/job/detail/fresher-telecaller-job-in-delhi-at-santa-eventz-and-exhibitions-private-limited1765859606
Personal Assistant,Professional Management Associates,MS-Office,Mumbai,"₹ 2,00,000 - 3,50,000",1 year(s),6 days ago,https://internshala.com/job/detail/personal-assistant-job-in-mumbai-at-professional-management-associates1765859058
Corporate Sales Executive,UniSol Writing Services Private Limited,"English Proficiency (Spoken), English Proficiency (Written), MS-Office",Jaipur,"₹ 2,00,000 - 3,50,000",0 year(s),7 days ago,https://internshala.com/job/detail/fresher-corporate-sales-executive-job-in-jaipur-at-unisol-writing-services-private-limited1765784760
Corporate Sales Executive,Dhruv Iconic Private Limited,"Client Interaction, Client Relationship, Cold Calling, Customer Acquisition","Gaya,Patna,Bakhtiarpur","₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-corporate-sales-executive-job-in-multiple-locations-at-dhruv-iconic-private-limited1765285974
Teacher,Aarth Universal School,"Communication Skills, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-PowerPoint, MS-Word, Teaching",Surat,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-teacher-job-in-surat-at-aarth-universal-school1765178960
Content Creator (Instagram Reels),Ecentric India Private Limited,"Script Writing, Storytelling",Bangalore,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-content-creator-instagram-reels-job-in-bangalore-at-ecentric-india-private-limited1765004338
Executive Assistant + People Ops Lead (Diversity Hiring),SamuraiOps,"Attendance Management, Coordination, Recruitment",Jaipur,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/executive-assistant-people-ops-lead-diversity-hiring-job-in-jaipur-at-samuraiops1764929625
Graphic Designer,Reistorlife LLP,"Adobe Illustrator, Adobe Photoshop, Graphic Designing",Mumbai,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/graphic-designer-job-in-mumbai-at-reistorlife-llp1764755466
Business Development Executive,Nexus Innovative Solutions Pvt Ltd,Advanced Excel,"Chennai,Hyderabad","₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-business-development-executive-job-in-multiple-locations-at-nexus-innovative-solutions-pvt-ltd1764738880
Telecaller,Pragati Realty Edge,"English Proficiency (Spoken), MS-Excel",Panchkula,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/telecaller-job-in-panchkula-at-pragati-realty-edge1764676209
Visual Designer,Cufuka Craftworks Private Limited,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Google SketchUp, Google Workspace, Image Editing, Photography, Procreate",Pune,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/visual-designer-job-in-pune-at-cufuka-craftworks-private-limited1764338503
Business Development Executive,Edstate Learning,"Communication Skills, English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Mumbai,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-business-development-executive-job-in-mumbai-at-edstate-learning1764185369
Graphic Designer,PRINTPANDA INDIA PRIVATE LIMITED,"Adobe Illustrator, Adobe Photoshop",Bhubaneswar,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/graphic-designer-job-in-bhubaneswar-at-printpanda-india-private-limited1764184214
Junior Web Developer,Alsol Technology Solution Private Limited,"MySQL, React, Shopify, WordPress",Kolkata(Hybrid),"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/junior-web-developer-job-in-kolkata-at-alsol-technology-solution-private-limited1764159592
Customer Service Associate,The Betel Leaf Co,"English Proficiency (Spoken), Hindi Proficiency (Spoken), MS-Office",Bangalore,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/customer-service-associate-job-in-bangalore-at-the-betel-leaf-co1764100346
Graphic Designer,Studio 5A Architects,"Adobe Premiere Pro, DaVinci Resolve, Final Cut Pro, Video Editing",Mumbai,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/graphic-designer-job-in-mumbai-at-snehal-sonawane1764009073
Junior Social Media Marketing Associate,Dialectic Foundation,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written)",Jaipur,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/junior-social-media-marketing-associate-job-in-jaipur-at-dialectic-foundation1764006040
Junior Social Media Marketing Executive,Mileend Media Casting Private Limited,"Creative Writing, Digital Marketing, English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing",Mumbai,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/part-time-junior-social-media-marketing-executive-job-in-mumbai-at-mileend-media-casting-private-limited1763975523
Catalog Coordinator,Nonex Solution Private Limited,"Attention to Detail, CMS (Content Management System), Google Sheets, MS-Excel, Search Engine Optimization (SEO), Time Management, Written Communication",Work from home,"₹ 2,00,000 - 3,50,000",0 year(s),4 days ago,https://internshala.com/job/detail/fresher-remote-catalog-coordinator-job-at-nonex-solution-private-limited1766034198
Backend Operations Executive,Nonex Solution Private Limited,"Computer skills, Google Sheets, MS-Excel, Multitasking, Teamwork, Time Management",Work from home,"₹ 2,00,000 - 3,50,000",0 year(s),4 days ago,https://internshala.com/job/detail/fresher-remote-backend-operations-executive-job-at-nonex-solution-private-limited1766033997
Web Research Analyst,Nonex Solution Private Limited,"English Proficiency (Spoken), English Proficiency (Written), Google Sheets, Leadership, MS-Excel, Research and Analytics, Teamwork, Time Management",Work from home,"₹ 2,00,000 - 3,50,000",0 year(s),4 days ago,https://internshala.com/job/detail/fresher-remote-web-research-analyst-job-at-nonex-solution-private-limited1766033886
Junior Accountant,BHAVIK KUBADIA AND ASSOCIATES,"Accounting, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Tally",Mumbai,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-junior-accountant-job-in-mumbai-at-bhavik-kubadia-and-associates1765545061
Business Development Executive,Game Insider,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Negotiation, Sales, Sales Management, Sales Strategy, Sales Support",Work from home,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/remote-business-development-executive-job-at-game-insider1765543381
Junior Talent Acquisition Executive,Yashika Facility Manpower Solution Private Limited,"Community Management, English Proficiency (Spoken), Recruitment","Ahmedabad,Chennai,Lucknow,Pune,Surat,Mumbai,Hyderabad,Nagpur,Bangalore","₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-junior-talent-acquisition-executive-job-in-multiple-locations-at-yashika-facility-manpower-solution-private-limited1765434429
Customer Support Executive,Turito,"Client Interaction, Client Relationship, Client Relationship Management (CRM), Customer Acquisition, Customer Support, Effective Communication, Interpersonal skills, Zoho CRM",Work from home,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-customer-support-executive-job-at-turito1765349776
Business Development Executive,Imran Gazzi,"Cold Calling, Email Marketing, English Proficiency (Spoken), Social Media Marketing",Work from home,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/remote-business-development-executive-job-at-imran-gazzi1765278311
Junior Digital Marketing Associate,Clusterzap,"Digital Marketing, Social Media Marketing",Bangalore,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-junior-digital-marketing-associate-job-in-bangalore-at-clusterzap1765263881
Business Development Specialist,Interactive Forum On Indian Economy (IFIE),"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing",Delhi,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/business-development-specialist-job-in-delhi-at-interactive-forum-on-indian-economy-ifie1765199316
Business Development Executive,Chit1 Studios,"Business Management, English Proficiency (Spoken), Management, Sales Management, Strategy",Sahibzada Ajit Singh Nagar,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/business-development-executive-job-in-sahibzada-ajit-singh-nagar-at-chit1-studios1765189020
Full Stack Developer,Nasya Software Technologies Private Limited,"AJAX, Bootstrap, CSS, HTML, JavaScript, jQuery, MongoDB, MySQL, Node.js, Python, React, REST API",Work from home,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/remote-full-stack-developer-job-at-nasya-software-technologies-private-limited1765181032
Energy Analyst,UEDC,"AutoCAD, Data Analysis, MS-Excel",Noida,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-energy-analyst-job-in-noida-at-uedc1765165706
Senior Video Editor,Brandhigh.co,Video Editing,Indore,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/senior-video-editor-job-in-indore-at-brandhighco1764949288
Senior Videographer,Brandhigh.co,Photography,Indore,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/senior-videographer-job-in-indore-at-brandhighco1764949043
Customer Service Associate,Farmley,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Noida,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-customer-service-associate-job-in-noida-at-farmley1764931555
Accountant,APL Business Services LLP,"Accounting, English Proficiency (Spoken), MS-Excel, Statutory compliances, Tally",Pune,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/accountant-job-in-pune-at-apl-business-services-llp1764926740
QA Engineer (Automation & Manual),AppQuarterz Technologies,"Automation, Effective Communication, Interpersonal skills, Manual Testing, Quality Assurance/Quality Control (QA/QC), Software Testing, Test Automation, Usability Testing",Faridabad(Hybrid),"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-qa-engineer-automation-manual-job-in-faridabad-at-appquarterz-technologies1764700968
Junior Product Development – Perfumes & Cosmetics,Fusion Beauty,"Budget Management, Market research, Negotiations, Product Development, Vendor Management, Vendor Negotiation",Delhi,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-junior-product-development--perfumes-cosmetics-job-in-delhi-at-fusion-beauty1764134127
Human Resources (HR) Executive,ASB Academy,"English Proficiency (Written), Recruitment",Chandigarh,"₹ 2,00,000 - 3,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-human-resources-hr-executive-job-in-chandigarh-at-asb-academy1764126079
PHP Developer,"Kramah Software India Private Limited (Bengaluru, India)","HTML, JavaScript, Laravel, MySQL, PHP","Dehradun,Gurgaon,Mumbai,Bangalore,Gujrat (Pakistan),Uttar Pradesh","₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/php-developer-job-in-multiple-locations-at-kramah-software-india-private-limited1764009217
Junior Lawyer,RERA Vision,"English Proficiency (Spoken), English Proficiency (Written)",Navi Mumbai,"₹ 2,00,000 - 3,50,000",1 year(s),N/A,https://internshala.com/job/detail/junior-lawyer-job-in-navi-mumbai-at-rera-vision1762165798
HTO - Refractionist - Field Sales,Lenskart,"Customer Support, Multitasking, Negotiation, Problem Solving, Retail Management","Ahmedabad,Gurgaon,Pune,Hyderabad,Mumbai,Jaipur,Bangalore,Kanpura","₹ 2,00,000 - 3,50,000",2 year(s),N/A,https://internshala.com/job/detail/hto-refractionist-field-sales-job-in-multiple-locations-at-lenskart1765221548
Key Account Executive,Amaryllis Appliances Private Limited,"B2B Sales, Client Relationship Management (CRM), Effective Communication, Market Analysis, Sales Management",Delhi,"₹ 2,00,000 - 3,48,000",1 year(s),5 days ago,https://internshala.com/job/detail/key-account-executive-job-in-delhi-at-amaryllis-appliances-private-limited1765968561
Human Resources (HR) Trainee,Pune Medical Coding Training Institute,"English Proficiency (Spoken), English Proficiency (Written)",Pune,"₹ 2,00,000 - 3,40,000",1 year(s),6 days ago,https://internshala.com/job/detail/human-resources-hr-trainee-job-in-pune-at-pune-medical-coding-training-institute1765884853
Field Sales Executive,Industrial Catalyst Pvt Ltd,"Communication, Field Work, Marketing, MS-Excel, Sales",Delhi,"₹ 2,00,000 - 3,40,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-field-sales-executive-job-in-delhi-at-industrial-catalyst-pvt-ltd1764682101
Business Analyst,CairoVision Private Limited,"English Proficiency (Spoken), MS-Excel, Research and Analytics",Greater Noida,"₹ 2,00,000 - 3,40,000",0 year(s),5 days ago,https://internshala.com/job/detail/fresher-business-analyst-job-in-greater-noida-at-cairovision-private-limited1765956567
Video Editor,Spikitech Private Limited,"Adobe Premiere Pro, Content Editing, Creative Thinking, Final Cut Pro, Video Editing, Video Making",Work from home,"₹ 2,00,000 - 3,35,000",1 year(s),2 days ago,https://internshala.com/job/detail/remote-part-time-video-editor-job-at-spikitech-private-limited1766208148
Corporate Sales Trainee,IB2B,"Communication Skills, Content Management, Data Preparation, Document Management, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Market research",Navi Mumbai(Hybrid),"₹ 2,00,000 - 3,30,000",1 year(s),N/A,https://internshala.com/job/detail/corporate-sales-trainee-job-in-navi-mumbai-at-ib2b1764572357
Digital Marketing Executive,Tech Couples Private Limited,"Content Writing, Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Ads, Facebook Marketing, Google AdWords, Instagram Ads, Instagram Marketing, Performance Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",Delhi,"₹ 2,00,000 - 3,30,000",1 year(s),N/A,https://internshala.com/job/detail/digital-marketing-executive-job-in-delhi-at-tech-couples-private-limited1763981090
Trainee Technician,Vision Tech,"Problem Solving, Self-learning",Chhatrapati Sambhajinagar (Aurangabad),"₹ 2,00,000 - 3,30,000",0 year(s),Today,https://internshala.com/job/detail/fresher-trainee-technician-job-in-chhatrapati-sambhajinagar-aurangabad-at-vision-tech1766401897
Telecaller,GRAND ROYAL VISTARA Pvt.Ltd,"Adaptability, Client Relationship, Effective Communication, Problem Solving, Time Management",Kuthuparamba,"₹ 2,00,000 - 3,30,000",0 year(s),3 days ago,https://internshala.com/job/detail/fresher-telecaller-job-in-kuthuparamba-at-grand-royal-vistara-pvtltd1766149993
Fashion Designer,DEVIL AND ANGEL,"Adobe Illustrator, Adobe Photoshop, Fashion Designing",Noida,"₹ 2,00,000 - 3,30,000",1 year(s),5 days ago,https://internshala.com/job/detail/fashion-designer-job-in-noida-at-devil-and-angel1765962007
Mobile App Developer (Android/iOS + Backend),Zacoto Software,"Android, iOS",Jodhpur(Hybrid),"₹ 2,00,000 - 3,30,000",1 year(s),N/A,https://internshala.com/job/detail/mobile-app-developer-android-ios-backend-job-in-jodhpur-at-zacoto-software1764043358
React Native Developer,Probey Services Private Limited,"Android, Backend development, English Proficiency (Spoken), English Proficiency (Written), iOS, Node.js, React, React Native, REST API","Delhi,Ghaziabad,Greater Noida,Noida,North,South,Greater Noida West","₹ 2,00,000 - 3,30,000",1 year(s),N/A,https://internshala.com/job/detail/react-native-developer-job-in-multiple-locations-at-probey-services-private-limited1764405298
Customer Service Associate,Advance Consultant,"Customer Support, English Proficiency (Spoken), Hindi Proficiency (Spoken), Marathi Proficiency(Spoken)",Bangalore,"₹ 2,00,000 - 3,28,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-customer-service-associate-job-in-bangalore-at-advance-consultant1765189189
Customer Care Coordinator,NextMind Solutions,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written)",Navi Mumbai,"₹ 2,00,000 - 3,25,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-customer-care-coordinator-job-in-navi-mumbai-at-nextmind-solutions1764996793
Business Support Executive,India Unikfloors LLP,"Administrative Support, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Operations, Sales Support, Social Media Marketing",Mumbai,"₹ 2,00,000 - 3,25,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-business-support-executive-job-in-mumbai-at-india-unikfloors-llp1762142278
Business Development Executive,CADBricks Private Limited,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written)",Ahmedabad,"₹ 2,00,000 - 3,25,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-business-development-executive-job-in-ahmedabad-at-cadbricks-private-limited1765006438
International Call Center Agent,Hird,Customer Support,"Navi Mumbai,Mumbai","₹ 2,00,000 - 3,25,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-international-call-center-agent-job-in-multiple-locations-at-hird1764157252
International Voice Process,Knotify Services Private Limited,Customer Relationship Management,"Navi Mumbai,Mumbai","₹ 2,00,000 - 3,25,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-international-voice-process-job-in-multiple-locations-at-knotify-services-private-limited1764156977
